txn_id,investor_id,fund_id,txn_date,txn_type,amount,units,nav_at_txn,city,city_tier,age,gender,kyc_status,risk_profile,folio_no,kyc_valid,txn_month
TXN0029147,INV01733,F010,2024-08-24,Stp,31017.74,283.1201,109.5568,Nagpur,B30,36,M,Verified,Conservative,FOLIO293018,True,2024-08
TXN0029148,INV00015,F009,2026-07-13,Sip,3000.0,20.7923,144.2842,Bengaluru,T30,57,M,Pending,Aggressive,FOLIO418541,True,2026-07
TXN0029149,INV00521,F003,2022-06-18,Sip,5000.0,36.7627,136.0074,Lucknow,B30,61,M,Verified,Aggressive,FOLIO412506,True,2022-06
TXN0029150,INV01996,F002,2025-01-06,Lumpsum,403407.05,2205.2829,182.9276,Pune,T30,51,F,Verified,Aggressive,FOLIO203345,True,2025-01
TXN0029151,INV01537,F004,2023-08-24,Stp,25197.04,250.8935,100.4292,Ludhiana,B30,36,F,Verified,Moderate,FOLIO608712,True,2023-08
TXN0029152,INV01480,F010,2025-09-26,Lumpsum,24076.76,160.0453,150.4372,Amritsar,B30,41,F,Verified,Conservative,FOLIO126823,True,2025-09
TXN0029153,INV00303,F010,2025-02-24,Lumpsum,284320.11,2234.7252,127.2282,Kochi,B30,30,M,Verified,Conservative,FOLIO837740,True,2025-02
TXN0029154,INV01270,F002,2024-03-25,Stp,10229.89,546.2815,18.7264,Amritsar,B30,28,M,Verified,Conservative,FOLIO532639,True,2024-03
TXN0029155,INV00554,F006,2024-07-09,Stp,35313.48,2620.4266,13.4762,Indore,B30,51,F,Verified,Moderate,FOLIO960058,True,2024-07
TXN0029156,INV00356,F009,2026-06-24,Lumpsum,163508.15,1300.7018,125.7076,Indore,B30,35,M,Verified,Moderate,FOLIO296350,True,2026-06
TXN0029157,INV01613,F008,2025-04-05,Redemption,15899.96,175.7689,90.4595,Nagpur,B30,38,F,Verified,Aggressive,FOLIO503833,True,2025-04
TXN0029158,INV00989,F001,2026-06-08,Redemption,126691.66,1771.1011,71.5327,Ludhiana,B30,31,M,Verified,Aggressive,FOLIO511929,True,2026-06
TXN0029159,INV00679,F004,2023-04-12,Sip,3000.0,26.739,112.1957,Hyderabad,T30,32,M,Pending,Moderate,FOLIO218593,True,2023-04
TXN0029160,INV00661,F007,2022-05-10,Lumpsum,382905.36,24312.4234,15.7494,Coimbatore,B30,53,M,Verified,Aggressive,FOLIO167777,True,2022-05
TXN0029161,INV01415,F002,2025-01-20,Redemption,118841.87,2378.4938,49.9652,Coimbatore,B30,37,F,Verified,Moderate,FOLIO622323,True,2025-01
TXN0029162,INV00311,F001,2022-02-19,Sip,5000.0,396.8007,12.6008,Indore,B30,28,F,Verified,Aggressive,FOLIO229588,True,2022-02
TXN0029163,INV00058,F002,2022-10-09,Redemption,29677.5,384.5723,77.1701,Agra,B30,46,F,Verified,Aggressive,FOLIO325573,True,2022-10
TXN0029164,INV01921,F009,2025-01-04,Lumpsum,443655.74,16792.3782,26.4201,Guwahati,B30,30,F,Verified,Conservative,FOLIO294268,True,2025-01
TXN0029165,INV01196,F003,2024-02-01,Lumpsum,17678.29,317.4995,55.6797,Coimbatore,B30,24,M,Verified,Aggressive,FOLIO195490,True,2024-02
TXN0029166,INV01573,F003,2025-08-04,Sip,1000.0,9.1607,109.162,Jaipur,T30,40,M,Verified,Conservative,FOLIO782156,True,2025-08
TXN0029167,INV00077,F004,2024-01-26,Sip,2000.0,93.2667,21.4439,Varanasi,B30,33,M,Pending,Aggressive,FOLIO922881,True,2024-01
TXN0029168,INV00910,F007,2023-08-30,Redemption,84705.18,1127.7486,75.11,Ahmedabad,T30,64,M,Verified,Conservative,FOLIO554526,True,2023-08
TXN0029169,INV00445,F008,2024-02-05,Lumpsum,242079.83,1886.3366,128.3333,Kochi,B30,58,F,Verified,Moderate,FOLIO619586,True,2024-02
TXN0029170,INV01856,F008,2022-09-20,Lumpsum,46145.72,1340.9132,34.4137,Visakhapatnam,B30,25,M,Verified,Aggressive,FOLIO236715,True,2022-09
TXN0029171,INV01804,F006,2026-03-28,Sip,1000.0,14.958,66.8539,Vadodara,B30,39,M,Verified,Aggressive,FOLIO576817,True,2026-03
TXN0029172,INV01050,F001,2024-08-31,Sip,2000.0,26.2719,76.127,Bhubaneswar,B30,27,F,Pending,Conservative,FOLIO546014,True,2024-08
TXN0029173,INV01016,F006,2026-05-27,Redemption,188290.45,1342.1835,140.2867,Surat,T30,45,M,Verified,Aggressive,FOLIO299355,True,2026-05
TXN0029174,INV01877,F009,2025-06-27,Lumpsum,490577.86,4256.3814,115.257,Kolkata,T30,48,M,Pending,Aggressive,FOLIO983207,True,2025-06
TXN0029175,INV01561,F006,2025-02-25,Redemption,15383.39,614.7648,25.0232,Lucknow,B30,44,F,Pending,Conservative,FOLIO329193,True,2025-02
TXN0029176,INV00243,F004,2022-07-08,Lumpsum,51284.17,470.6028,108.9755,Pune,T30,64,M,Verified,Moderate,FOLIO657546,True,2022-07
TXN0029177,INV01195,F002,2023-11-17,Sip,1000.0,5.3481,186.9823,Bengaluru,T30,27,M,Verified,Conservative,FOLIO108097,True,2023-11
TXN0029178,INV01378,F005,2023-04-08,Sip,5000.0,70.3919,71.0309,Kolkata,T30,57,F,Verified,Moderate,FOLIO166748,True,2023-04
TXN0029179,INV01363,F009,2025-11-17,Switch,20524.67,648.3942,31.6546,Coimbatore,B30,58,M,Verified,Moderate,FOLIO848309,True,2025-11
TXN0029180,INV00835,F005,2025-10-21,Lumpsum,114114.54,3415.1832,33.4139,Meerut,B30,26,F,Verified,Moderate,FOLIO407215,True,2025-10
TXN0029181,INV01445,F001,2024-12-18,Lumpsum,272678.71,1501.7526,181.5737,Lucknow,B30,30,F,Verified,Moderate,FOLIO679520,True,2024-12
TXN0029182,INV00673,F004,2022-09-10,Lumpsum,18556.45,102.6672,180.7437,Ranchi,B30,38,M,Pending,Aggressive,FOLIO405956,True,2022-09
TXN0029183,INV01289,F003,2025-12-09,Sip,3000.0,15.3679,195.2121,Amritsar,B30,50,F,Verified,Conservative,FOLIO562860,True,2025-12
TXN0029184,INV00074,F004,2022-01-10,Redemption,124632.45,9738.3116,12.7982,Bhopal,B30,32,M,Verified,Conservative,FOLIO533849,True,2022-01
TXN0029185,INV01672,F002,2024-11-17,Stp,85643.32,475.6463,180.0567,Delhi,T30,33,M,Verified,Aggressive,FOLIO175535,True,2024-11
TXN0029186,INV01587,F002,2024-11-30,Redemption,86384.02,447.6605,192.9677,Pune,T30,32,M,Verified,Aggressive,FOLIO895190,True,2024-11
TXN0029187,INV01730,F009,2023-09-26,Sip,500.0,8.6402,57.869,Bhopal,B30,39,F,Verified,Moderate,FOLIO188785,True,2023-09
TXN0029188,INV01213,F010,2024-06-18,Sip,2000.0,54.399,36.7654,Lucknow,B30,54,F,Verified,Conservative,FOLIO160361,True,2024-06
TXN0029189,INV00110,F007,2025-07-23,Lumpsum,134168.18,809.5156,165.7388,Lucknow,B30,39,F,Verified,Conservative,FOLIO891053,True,2025-07
TXN0029190,INV00978,F008,2026-01-15,Lumpsum,380664.59,4418.0599,86.161,Hyderabad,T30,26,M,Verified,Aggressive,FOLIO685891,True,2026-01
TXN0029191,INV00992,F010,2024-03-04,Sip,1000.0,22.0737,45.3028,Bhopal,B30,47,M,Verified,Aggressive,FOLIO462453,True,2024-03
TXN0029192,INV01512,F010,2024-03-17,Switch,3078.43,30.2052,101.9172,Lucknow,B30,22,M,Rejected,Aggressive,FOLIO713082,False,2024-03
TXN0029193,INV01811,F007,2024-03-30,Sip,500.0,5.4065,92.4813,Vadodara,B30,28,F,Verified,Conservative,FOLIO962552,True,2024-03
TXN0029194,INV00496,F001,2023-10-15,Switch,69046.58,406.4668,169.8702,Pune,T30,30,F,Verified,Aggressive,FOLIO408803,True,2023-10
TXN0029195,INV00308,F009,2022-12-29,Sip,5000.0,48.7463,102.5719,Amritsar,B30,22,M,Verified,Aggressive,FOLIO228406,True,2022-12
TXN0029196,INV01111,F009,2026-01-01,Redemption,99993.2,553.553,180.6389,Jaipur,T30,40,F,Verified,Moderate,FOLIO177326,True,2026-01
TXN0029197,INV01024,F010,2024-04-20,Sip,5000.0,27.7269,180.3303,Chennai,T30,40,M,Rejected,Aggressive,FOLIO136418,False,2024-04
TXN0029198,INV00689,F008,2022-09-25,Lumpsum,150331.02,7377.466,20.3771,Lucknow,B30,59,F,Verified,Aggressive,FOLIO219247,True,2022-09
TXN0029199,INV00389,F004,2023-07-23,Sip,500.0,3.0041,166.4392,Indore,B30,64,M,Verified,Moderate,FOLIO148705,True,2023-07
TXN0029200,INV01561,F003,2023-05-29,Sip,500.0,42.0299,11.8963,Lucknow,B30,44,F,Pending,Conservative,FOLIO973000,True,2023-05
TXN0029201,INV01083,F002,2026-05-28,Sip,5000.0,38.4052,130.1907,Amritsar,B30,46,M,Verified,Moderate,FOLIO340924,True,2026-05
TXN0029202,INV01647,F002,2025-08-22,Stp,40772.43,1360.4487,29.9698,Ahmedabad,T30,55,M,Pending,Conservative,FOLIO163781,True,2025-08
TXN0029203,INV00719,F003,2022-12-30,Stp,12422.72,829.7863,14.971,Jaipur,T30,60,M,Verified,Aggressive,FOLIO145277,True,2022-12
TXN0029204,INV00086,F005,2024-04-18,Sip,1000.0,30.872,32.3918,Ranchi,B30,55,F,Verified,Aggressive,FOLIO878199,True,2024-04
TXN0029205,INV00707,F010,2026-02-20,Lumpsum,140913.69,4261.4446,33.0671,Bhopal,B30,23,M,Verified,Conservative,FOLIO119224,True,2026-02
TXN0029206,INV00780,F007,2023-10-26,Sip,1000.0,6.868,145.6028,Kochi,B30,25,M,Verified,Aggressive,FOLIO304653,True,2023-10
TXN0029207,INV00179,F008,2026-08-07,Lumpsum,240331.09,5015.0811,47.9217,Indore,B30,59,M,Verified,Aggressive,FOLIO438142,True,2026-08
TXN0029208,INV01034,F007,2025-05-28,Stp,74660.66,1116.4547,66.873,Rajkot,B30,64,F,Pending,Aggressive,FOLIO747968,True,2025-05
TXN0029209,INV00803,F003,2025-10-12,Lumpsum,145631.16,925.9383,157.2796,Mysuru,B30,28,M,Rejected,Conservative,FOLIO959505,False,2025-10
TXN0029210,INV00468,F004,2025-09-16,Sip,10000.0,56.2739,177.7023,Guwahati,B30,45,M,Verified,Moderate,FOLIO790980,True,2025-09
TXN0029211,INV01001,F001,2022-01-31,Sip,3000.0,57.2565,52.3958,Bhopal,B30,31,M,Verified,Aggressive,FOLIO911502,True,2022-01
TXN0029212,INV00629,F009,2026-07-25,Sip,10000.0,159.3254,62.7646,Kolkata,T30,37,F,Verified,Moderate,FOLIO189774,True,2026-07
TXN0029213,INV01075,F003,2023-09-14,Sip,3000.0,20.6513,145.2693,Varanasi,B30,47,M,Verified,Moderate,FOLIO259021,True,2023-09
TXN0029214,INV01650,F001,2025-01-28,Redemption,39093.7,567.9237,68.8362,Mysuru,B30,33,F,Verified,Moderate,FOLIO995253,True,2025-01
TXN0029215,INV01487,F005,2024-11-10,Sip,5000.0,41.0241,121.8796,Indore,B30,48,M,Verified,Aggressive,FOLIO675288,True,2024-11
TXN0029216,INV01670,F005,2026-03-12,Lumpsum,44298.66,2937.4424,15.0807,Meerut,B30,33,F,Pending,Conservative,FOLIO579925,True,2026-03
TXN0029217,INV01622,F002,2023-01-22,Lumpsum,96881.38,6551.2401,14.7883,Kochi,B30,40,M,Verified,Conservative,FOLIO780365,True,2023-01
TXN0029218,INV01439,F002,2023-01-02,Redemption,195235.97,2492.2167,78.3383,Kochi,B30,52,F,Verified,Aggressive,FOLIO111275,True,2023-01
TXN0029219,INV01974,F002,2024-07-06,Redemption,35813.98,536.2767,66.7827,Guwahati,B30,29,M,Verified,Aggressive,FOLIO853615,True,2024-07
TXN0029220,INV01903,F006,2022-12-05,Switch,62180.26,1121.2489,55.4563,Mysuru,B30,60,M,Pending,Aggressive,FOLIO856668,True,2022-12
TXN0029221,INV01013,F010,2022-12-30,Sip,5000.0,36.236,137.9843,Meerut,B30,39,F,Pending,Moderate,FOLIO537860,True,2022-12
TXN0029222,INV00332,F001,2025-05-30,Redemption,171265.96,1382.9926,123.8372,Jaipur,T30,63,M,Pending,Aggressive,FOLIO248285,True,2025-05
TXN0029223,INV00257,F004,2023-01-07,Sip,5000.0,105.6324,47.334,Jaipur,T30,37,M,Verified,Aggressive,FOLIO336786,True,2023-01
TXN0029224,INV01734,F008,2022-03-30,Lumpsum,136359.93,751.1849,181.5265,Kolkata,T30,64,F,Pending,Moderate,FOLIO801243,True,2022-03
TXN0029225,INV00866,F007,2023-04-06,Redemption,117733.84,785.4591,149.8918,Bengaluru,T30,24,F,Pending,Conservative,FOLIO230993,True,2023-04
TXN0029226,INV01145,F002,2026-03-21,Sip,3000.0,24.44,122.7496,Ahmedabad,T30,58,M,Verified,Conservative,FOLIO807700,True,2026-03
TXN0029227,INV00588,F005,2024-09-02,Lumpsum,464268.23,4372.1094,106.1886,Kolkata,T30,59,F,Verified,Aggressive,FOLIO344024,True,2024-09
TXN0029228,INV01736,F004,2025-06-06,Lumpsum,240922.2,1795.5083,134.1805,Bengaluru,T30,44,M,Verified,Moderate,FOLIO618628,True,2025-06
TXN0029229,INV00627,F002,2022-09-29,Sip,10000.0,89.0427,112.3057,Visakhapatnam,B30,41,M,Verified,Moderate,FOLIO591842,True,2022-09
TXN0029230,INV01222,F005,2023-05-17,Redemption,199775.32,2899.608,68.8974,Mysuru,B30,32,M,Verified,Aggressive,FOLIO357835,True,2023-05
TXN0029231,INV00575,F010,2024-12-24,Sip,2000.0,14.5839,137.1375,Vadodara,B30,29,M,Verified,Moderate,FOLIO461153,True,2024-12
TXN0029232,INV00473,F007,2024-11-17,Sip,1000.0,13.1524,76.0318,Agra,B30,56,F,Pending,Aggressive,FOLIO391280,True,2024-11
TXN0029233,INV01411,F008,2023-06-04,Sip,3000.0,63.9685,46.8981,Ranchi,B30,43,F,Verified,Moderate,FOLIO858395,True,2023-06
TXN0029234,INV00388,F009,2026-08-24,Switch,81389.53,1195.9766,68.0528,Coimbatore,B30,50,M,Verified,Moderate,FOLIO853506,True,2026-08
TXN0029235,INV00668,F005,2023-07-06,Sip,3000.0,166.2038,18.0501,Chennai,T30,61,F,Verified,Conservative,FOLIO189643,True,2023-07
TXN0029236,INV01894,F007,2025-05-01,Redemption,29929.92,266.821,112.1723,Varanasi,B30,39,F,Verified,Moderate,FOLIO531248,True,2025-05
TXN0029237,INV00290,F008,2024-02-22,Stp,29206.29,177.6509,164.4027,Hyderabad,T30,48,M,Verified,Moderate,FOLIO805139,True,2024-02
TXN0029238,INV00060,F007,2025-04-05,Lumpsum,237010.87,4703.2823,50.3927,Pune,T30,35,F,Verified,Moderate,FOLIO487427,True,2025-04
TXN0029239,INV01697,F005,2022-02-26,Switch,92970.17,774.9387,119.971,Ranchi,B30,25,F,Verified,Aggressive,FOLIO221713,True,2022-02
TXN0029240,INV00024,F009,2023-12-31,Lumpsum,360937.7,1922.571,187.737,Pune,T30,43,F,Verified,Moderate,FOLIO606069,True,2023-12
TXN0029241,INV01309,F005,2022-08-29,Sip,3000.0,17.6898,169.5893,Kochi,B30,37,F,Verified,Moderate,FOLIO912592,True,2022-08
TXN0029242,INV00804,F010,2025-04-20,Sip,3000.0,46.3802,64.6828,Guwahati,B30,57,F,Verified,Conservative,FOLIO582476,True,2025-04
TXN0029243,INV00333,F003,2025-06-25,Redemption,188184.96,1870.9945,100.5802,Indore,B30,37,M,Verified,Moderate,FOLIO158825,True,2025-06
TXN0029244,INV01780,F001,2022-01-11,Sip,2000.0,11.8953,168.1336,Coimbatore,B30,44,M,Verified,Conservative,FOLIO117597,True,2022-01
TXN0029245,INV01822,F006,2023-05-14,Sip,500.0,6.8253,73.2569,Rajkot,B30,57,F,Verified,Conservative,FOLIO949867,True,2023-05
TXN0029246,INV00349,F010,2025-08-10,Sip,500.0,9.8215,50.9087,Delhi,T30,40,M,Verified,Moderate,FOLIO556507,True,2025-08
TXN0029247,INV01117,F003,2023-04-05,Sip,3000.0,17.6771,169.7111,Bhopal,B30,24,F,Verified,Moderate,FOLIO288600,True,2023-04
TXN0029248,INV00638,F001,2022-03-05,Stp,82340.09,1016.1541,81.0311,Nagpur,B30,27,M,Verified,Aggressive,FOLIO964657,True,2022-03
TXN0029249,INV00853,F007,2026-04-12,Redemption,11913.35,93.5282,127.3771,Vadodara,B30,25,M,Verified,Aggressive,FOLIO539975,True,2026-04
TXN0029250,INV01565,F008,2024-03-06,Lumpsum,389593.55,2604.7248,149.5719,Pune,T30,45,M,Verified,Conservative,FOLIO340018,True,2024-03
TXN0029251,INV00850,F005,2025-02-24,Sip,3000.0,16.9106,177.4035,Indore,B30,24,F,Verified,Moderate,FOLIO230721,True,2025-02
TXN0029252,INV01917,F008,2025-09-05,Lumpsum,178403.34,1072.5025,166.3431,Coimbatore,B30,58,F,Verified,Moderate,FOLIO715965,True,2025-09
TXN0029253,INV01722,F010,2023-08-24,Lumpsum,480403.24,25819.7538,18.606,Lucknow,B30,42,M,Verified,Conservative,FOLIO839058,True,2023-08
TXN0029254,INV00368,F008,2022-09-20,Switch,47278.15,934.1753,50.6095,Bengaluru,T30,29,F,Verified,Conservative,FOLIO465533,True,2022-09
TXN0029255,INV00582,F003,2022-10-29,Lumpsum,363569.09,7755.421,46.8793,Bhubaneswar,B30,45,F,Verified,Conservative,FOLIO834444,True,2022-10
TXN0029256,INV00890,F010,2026-05-04,Sip,2000.0,97.0972,20.5979,Lucknow,B30,32,M,Verified,Aggressive,FOLIO504486,True,2026-05
TXN0029257,INV01543,F010,2023-04-29,Sip,5000.0,313.2657,15.9609,Nashik,B30,47,M,Verified,Conservative,FOLIO798518,True,2023-04
TXN0029258,INV01376,F003,2022-11-19,Sip,1000.0,8.2924,120.5923,Amritsar,B30,55,F,Verified,Aggressive,FOLIO271566,True,2022-11
TXN0029259,INV01710,F005,2026-03-01,Redemption,186064.98,1805.1505,103.0745,Varanasi,B30,34,M,Verified,Conservative,FOLIO284322,True,2026-03
TXN0029260,INV01913,F005,2023-09-01,Stp,79033.42,1291.6945,61.1858,Guwahati,B30,51,F,Verified,Conservative,FOLIO529162,True,2023-09
TXN0029261,INV01202,F009,2022-03-29,Lumpsum,291505.3,2431.6246,119.8809,Agra,B30,42,M,Verified,Moderate,FOLIO506915,True,2022-03
TXN0029262,INV00175,F003,2026-03-28,Lumpsum,177649.76,946.8489,187.6221,Delhi,T30,36,F,Verified,Conservative,FOLIO879724,True,2026-03
TXN0029263,INV00398,F009,2026-03-16,Sip,10000.0,314.9526,31.7508,Surat,T30,31,F,Verified,Aggressive,FOLIO264546,True,2026-03
TXN0029264,INV01332,F001,2025-03-25,Switch,17431.3,87.1712,199.9663,Varanasi,B30,60,M,Verified,Aggressive,FOLIO427158,True,2025-03
TXN0029265,INV00298,F005,2022-12-25,Sip,5000.0,30.9302,161.6543,Kochi,B30,29,F,Pending,Moderate,FOLIO617698,True,2022-12
TXN0029266,INV00461,F004,2022-03-09,Lumpsum,324063.94,1975.6948,164.0253,Visakhapatnam,B30,59,F,Verified,Moderate,FOLIO334068,True,2022-03
TXN0029267,INV00900,F002,2026-05-29,Lumpsum,416401.33,2279.4051,182.6798,Bengaluru,T30,65,M,Pending,Conservative,FOLIO468094,True,2026-05
TXN0029268,INV00417,F009,2023-08-09,Sip,5000.0,29.134,171.6208,Nashik,B30,31,M,Verified,Aggressive,FOLIO358136,True,2023-08
TXN0029269,INV00789,F001,2022-02-06,Sip,500.0,8.8668,56.3901,Jaipur,T30,38,F,Verified,Conservative,FOLIO736236,True,2022-02
TXN0029270,INV00754,F007,2024-09-26,Switch,71487.13,774.6942,92.2779,Agra,B30,26,F,Verified,Conservative,FOLIO645258,True,2024-09
TXN0029271,INV01773,F002,2022-12-21,Sip,1000.0,5.7115,175.0854,Kochi,B30,61,M,Verified,Conservative,FOLIO339761,True,2022-12
TXN0029272,INV00810,F010,2022-06-22,Switch,9630.47,61.8144,155.7965,Ludhiana,B30,23,F,Verified,Aggressive,FOLIO382988,True,2022-06
TXN0029273,INV00450,F007,2024-08-01,Lumpsum,376757.69,2039.6633,184.7156,Surat,T30,25,M,Verified,Moderate,FOLIO504647,True,2024-08
TXN0029274,INV01471,F008,2024-10-03,Sip,10000.0,59.5177,168.0172,Nagpur,B30,27,M,Verified,Conservative,FOLIO240246,True,2024-10
TXN0029275,INV01080,F001,2022-02-20,Lumpsum,425509.65,5828.6717,73.0029,Jaipur,T30,28,M,Verified,Conservative,FOLIO381597,True,2022-02
TXN0029276,INV00971,F003,2022-11-20,Sip,10000.0,446.3918,22.4018,Ahmedabad,T30,30,M,Verified,Aggressive,FOLIO904990,True,2022-11
TXN0029277,INV01517,F003,2023-02-21,Sip,10000.0,75.8892,131.7711,Patna,B30,41,M,Verified,Aggressive,FOLIO286904,True,2023-02
TXN0029278,INV00443,F010,2025-11-25,Sip,5000.0,48.0609,104.0347,Mumbai,T30,46,M,Verified,Conservative,FOLIO193563,True,2025-11
TXN0029279,INV00465,F010,2026-08-05,Lumpsum,47363.5,623.1025,76.0124,Lucknow,B30,56,M,Verified,Conservative,FOLIO818554,True,2026-08
TXN0029280,INV00374,F009,2026-03-17,Redemption,182334.65,2752.7166,66.2381,Delhi,T30,40,M,Verified,Aggressive,FOLIO237322,True,2026-03
TXN0029281,INV01033,F007,2024-12-13,Sip,3000.0,15.3479,195.4665,Kochi,B30,39,F,Verified,Conservative,FOLIO347350,True,2024-12
TXN0029282,INV00465,F005,2022-01-05,Sip,3000.0,38.5696,77.7815,Lucknow,B30,56,M,Verified,Conservative,FOLIO157172,True,2022-01
TXN0029283,INV00171,F009,2024-12-30,Redemption,24456.49,318.552,76.7739,Bhopal,B30,51,M,Verified,Moderate,FOLIO770693,True,2024-12
TXN0029284,INV01271,F006,2022-07-28,Lumpsum,234981.8,1713.5389,137.1325,Guwahati,B30,54,M,Pending,Conservative,FOLIO428340,True,2022-07
TXN0029285,INV01427,F003,2023-04-07,Lumpsum,77092.87,505.8237,152.4106,Chennai,T30,55,M,Verified,Aggressive,FOLIO972985,True,2023-04
TXN0029286,INV01592,F010,2025-04-03,Switch,28578.71,511.7911,55.8406,Amritsar,B30,63,F,Verified,Conservative,FOLIO880908,True,2025-04
TXN0029287,INV00454,F004,2024-06-07,Sip,3000.0,147.0106,20.4067,Rajkot,B30,32,M,Pending,Moderate,FOLIO530047,True,2024-06
TXN0029288,INV01117,F005,2023-08-20,Redemption,128061.78,2108.1415,60.7463,Bhopal,B30,24,F,Verified,Moderate,FOLIO388040,True,2023-08
TXN0029289,INV00290,F006,2024-03-16,Redemption,66373.38,1226.1113,54.1332,Hyderabad,T30,48,M,Verified,Moderate,FOLIO762757,True,2024-03
TXN0029290,INV00941,F005,2023-04-11,Lumpsum,386061.55,6431.1232,60.0302,Meerut,B30,33,M,Verified,Conservative,FOLIO132756,True,2023-04
TXN0029291,INV01188,F006,2022-03-13,Sip,2000.0,12.523,159.7061,Varanasi,B30,62,M,Pending,Aggressive,FOLIO613584,True,2022-03
TXN0029292,INV01993,F005,2025-04-06,Sip,1000.0,5.5487,180.2224,Mysuru,B30,24,M,Verified,Conservative,FOLIO620872,True,2025-04
TXN0029293,INV00089,F004,2024-02-07,Lumpsum,20319.66,212.8426,95.468,Pune,T30,26,F,Verified,Moderate,FOLIO172018,True,2024-02
TXN0029294,INV00829,F007,2025-10-22,Sip,10000.0,63.0057,158.7158,Surat,T30,57,M,Verified,Moderate,FOLIO869600,True,2025-10
TXN0029295,INV00501,F006,2022-07-21,Sip,2000.0,187.1137,10.6887,Patna,B30,52,M,Verified,Moderate,FOLIO731894,True,2022-07
TXN0029296,INV01629,F007,2026-08-23,Lumpsum,272963.65,4115.4034,66.3273,Bengaluru,T30,22,F,Verified,Conservative,FOLIO702578,True,2026-08
TXN0029297,INV01130,F002,2024-06-08,Stp,10676.0,54.2598,196.7571,Surat,T30,43,F,Verified,Moderate,FOLIO525207,True,2024-06
TXN0029298,INV01353,F002,2024-09-20,Sip,500.0,5.834,85.7045,Indore,B30,54,M,Verified,Conservative,FOLIO669599,True,2024-09
TXN0029299,INV01077,F004,2022-04-20,Redemption,180976.55,5501.0429,32.8986,Delhi,T30,46,M,Verified,Aggressive,FOLIO358680,True,2022-04
TXN0029300,INV00914,F008,2024-09-22,Lumpsum,9397.13,116.3416,80.7719,Agra,B30,40,M,Verified,Conservative,FOLIO757491,True,2024-09
TXN0029301,INV00727,F008,2026-01-12,Redemption,182506.19,2209.4787,82.6015,Nashik,B30,27,F,Verified,Moderate,FOLIO878740,True,2026-01
TXN0029302,INV01200,F003,2025-08-02,Lumpsum,490017.91,3329.6828,147.1665,Agra,B30,31,F,Verified,Conservative,FOLIO495230,True,2025-08
TXN0029303,INV00213,F003,2023-08-07,Redemption,31008.1,630.1337,49.2088,Hyderabad,T30,55,M,Verified,Moderate,FOLIO718812,True,2023-08
TXN0029304,INV00140,F008,2025-10-31,Lumpsum,49922.36,1141.5725,43.7312,Indore,B30,28,F,Verified,Aggressive,FOLIO253458,True,2025-10
TXN0029305,INV00860,F005,2024-05-16,Sip,500.0,4.8009,104.1471,Bhubaneswar,B30,50,M,Verified,Conservative,FOLIO106797,True,2024-05
TXN0029306,INV01282,F007,2024-02-11,Sip,1000.0,6.2471,160.0743,Ranchi,B30,37,F,Verified,Moderate,FOLIO825881,True,2024-02
TXN0029307,INV00687,F006,2022-02-14,Lumpsum,17626.58,1181.133,14.9235,Guwahati,B30,59,F,Verified,Conservative,FOLIO838721,True,2022-02
TXN0029308,INV00385,F008,2022-12-15,Lumpsum,413787.46,3091.135,133.8626,Indore,B30,49,M,Verified,Aggressive,FOLIO224505,True,2022-12
TXN0029309,INV01165,F008,2025-10-22,Lumpsum,327172.22,5102.843,64.1157,Delhi,T30,31,M,Verified,Aggressive,FOLIO123463,True,2025-10
TXN0029310,INV00294,F010,2023-05-25,Sip,5000.0,49.1088,101.8147,Agra,B30,50,F,Verified,Moderate,FOLIO996221,True,2023-05
TXN0029311,INV00787,F008,2024-04-27,Sip,5000.0,66.7573,74.8982,Coimbatore,B30,26,F,Rejected,Moderate,FOLIO395868,False,2024-04
TXN0029312,INV01842,F006,2024-01-09,Lumpsum,187399.57,965.7331,194.049,Visakhapatnam,B30,59,M,Verified,Aggressive,FOLIO496083,True,2024-01
TXN0029313,INV01637,F006,2025-11-07,Lumpsum,484139.48,9704.9917,49.8856,Meerut,B30,62,M,Verified,Aggressive,FOLIO934741,True,2025-11
TXN0029314,INV01088,F005,2022-10-19,Stp,82118.7,544.3259,150.8631,Guwahati,B30,26,F,Verified,Conservative,FOLIO438373,True,2022-10
TXN0029315,INV00688,F007,2022-07-22,Sip,500.0,9.9438,50.2826,Bhopal,B30,57,M,Verified,Moderate,FOLIO767558,True,2022-07
TXN0029316,INV01237,F006,2023-04-26,Sip,500.0,3.3465,149.4098,Lucknow,B30,41,M,Verified,Conservative,FOLIO371913,True,2023-04
TXN0029317,INV00554,F003,2022-10-25,Sip,1000.0,12.6731,78.9073,Indore,B30,51,F,Verified,Moderate,FOLIO831811,True,2022-10
TXN0029318,INV00314,F006,2022-11-07,Sip,1000.0,73.8528,13.5404,Ludhiana,B30,54,F,Verified,Moderate,FOLIO612288,True,2022-11
TXN0029319,INV00877,F005,2026-01-29,Lumpsum,178553.69,9326.4838,19.1448,Vadodara,B30,26,M,Verified,Moderate,FOLIO945378,True,2026-01
TXN0029320,INV00012,F004,2022-03-02,Sip,5000.0,53.3063,93.7975,Visakhapatnam,B30,54,F,Pending,Aggressive,FOLIO369074,True,2022-03
TXN0029321,INV00542,F002,2024-11-14,Redemption,91469.9,6085.8919,15.0298,Bhubaneswar,B30,36,F,Pending,Moderate,FOLIO555469,True,2024-11
