sip_id,investor_id,fund_id,sip_amount,sip_date,start_date,frequency,total_instalments_completed,status,last_instalment_date,mandate_amount
SIP000601,INV00090,F002,3000,17,2025-02-01,Quarterly,20,Active,2026-09-01,2000
SIP000602,INV01148,F007,5000,14,2022-09-01,Monthly,44,Active,2026-04-01,10000
SIP000603,INV01939,F004,3000,2,2023-10-01,Monthly,9,Active,2024-06-01,2000
SIP000604,INV01185,F005,10000,20,2025-02-01,Monthly,47,Active,2028-12-01,2000
SIP000605,INV01902,F009,2000,27,2024-03-01,Monthly,8,Active,2024-10-01,2000
SIP000606,INV01784,F006,2000,6,2023-06-01,Monthly,8,Active,2024-01-01,5000
SIP000607,INV00029,F002,1000,17,2022-06-01,Monthly,39,Active,2025-08-01,5000
SIP000608,INV00563,F008,2000,24,2022-08-01,Weekly,40,Paused,2025-11-01,5000
SIP000609,INV01927,F008,500,20,2025-02-01,Monthly,1,Active,2025-02-01,2000
SIP000610,INV01980,F001,3000,5,2022-02-01,Monthly,23,Paused,2023-12-01,5000
SIP000611,INV00302,F009,2000,16,2024-01-01,Monthly,31,Active,2026-07-01,500
SIP000612,INV00972,F006,1000,15,2024-07-01,Monthly,29,Active,2026-11-01,5000
SIP000613,INV01003,F009,3000,21,2023-04-01,Weekly,36,Active,2026-03-01,500
SIP000614,INV00863,F001,1000,2,2023-01-01,Quarterly,27,Cancelled,2025-03-01,2000
SIP000615,INV01760,F004,10000,16,2022-08-01,Monthly,11,Active,2023-06-01,500
SIP000616,INV00234,F006,2000,16,2024-02-01,Monthly,37,Active,2027-02-01,2000
SIP000617,INV00482,F004,2000,10,2024-06-01,Monthly,15,Active,2025-08-01,5000
SIP000618,INV00869,F009,500,20,2022-05-01,Monthly,30,Active,2024-10-01,1000
SIP000619,INV00341,F006,5000,15,2025-05-01,Monthly,43,Paused,2028-11-01,1000
SIP000620,INV01100,F006,2000,22,2022-05-01,Monthly,39,Active,2025-07-01,500
SIP000621,INV00398,F007,500,1,2022-02-01,Monthly,34,Active,2024-11-01,2000
SIP000622,INV00696,F007,3000,19,2025-01-01,Monthly,28,Active,2027-04-01,2000
SIP000623,INV00730,F004,1000,9,2023-03-01,Monthly,39,Active,2026-05-01,1000
SIP000624,INV01778,F004,2000,24,2023-05-01,Monthly,29,Paused,2025-09-01,10000
SIP000625,INV00089,F001,500,1,2024-10-01,Monthly,44,Active,2028-05-01,5000
SIP000626,INV00779,F002,5000,3,2023-02-01,Monthly,3,Active,2023-04-01,2000
SIP000627,INV00551,F001,5000,11,2023-08-01,Monthly,17,Active,2024-12-01,500
SIP000628,INV01294,F002,10000,4,2024-12-01,Monthly,17,Active,2026-04-01,10000
SIP000629,INV00016,F007,1000,11,2023-12-01,Monthly,9,Active,2024-08-01,1000
SIP000630,INV01559,F001,3000,11,2023-08-01,Monthly,31,Paused,2026-02-01,1000
SIP000631,INV01518,F003,2000,12,2024-01-01,Monthly,34,Active,2026-10-01,2000
SIP000632,INV01075,F008,3000,23,2023-02-01,Monthly,16,Active,2024-05-01,2000
SIP000633,INV01227,F007,1000,21,2023-01-01,Quarterly,41,Active,2026-05-01,1000
SIP000634,INV01541,F001,2000,10,2024-06-01,Monthly,39,Active,2027-08-01,500
SIP000635,INV00553,F001,1000,20,2024-03-01,Quarterly,5,Active,2024-07-01,5000
SIP000636,INV00481,F006,3000,12,2024-08-01,Quarterly,32,Paused,2027-03-01,2000
SIP000637,INV00592,F007,10000,5,2025-02-01,Monthly,18,Active,2026-07-01,1000
SIP000638,INV00130,F006,1000,6,2022-07-01,Monthly,30,Active,2024-12-01,5000
SIP000639,INV00556,F004,1000,11,2023-03-01,Monthly,45,Active,2026-11-01,2000
SIP000640,INV00573,F002,5000,11,2023-04-01,Weekly,27,Paused,2025-06-01,500
SIP000641,INV01653,F007,1000,15,2022-02-01,Monthly,41,Cancelled,2025-06-01,1000
SIP000642,INV01124,F002,1000,6,2022-01-01,Monthly,32,Active,2024-08-01,5000
SIP000643,INV00394,F007,3000,20,2023-10-01,Monthly,12,Active,2024-09-01,2000
SIP000644,INV01844,F005,500,16,2022-09-01,Monthly,41,Active,2026-01-01,5000
SIP000645,INV00084,F005,5000,27,2025-06-01,Monthly,38,Active,2028-07-01,5000
SIP000646,INV01348,F006,3000,8,2023-08-01,Monthly,7,Active,2024-02-01,1000
SIP000647,INV00275,F005,1000,24,2023-04-01,Weekly,22,Active,2025-01-01,5000
SIP000648,INV01211,F010,2000,9,2024-08-01,Monthly,8,Active,2025-03-01,1000
SIP000649,INV00736,F009,3000,13,2024-07-01,Monthly,41,Active,2027-11-01,1000
SIP000650,INV00533,F009,10000,2,2024-06-01,Monthly,4,Active,2024-09-01,2000
SIP000651,INV01674,F006,2000,1,2024-05-01,Monthly,36,Active,2027-04-01,2000
SIP000652,INV00889,F005,3000,4,2022-09-01,Monthly,8,Active,2023-04-01,10000
SIP000653,INV00407,F001,500,17,2024-05-01,Monthly,40,Active,2027-08-01,2000
SIP000654,INV01957,F010,1000,11,2022-01-01,Weekly,8,Active,2022-08-01,10000
SIP000655,INV00334,F008,3000,2,2025-01-01,Quarterly,25,Active,2027-01-01,5000
SIP000656,INV01237,F009,10000,1,2023-11-01,Monthly,35,Active,2026-09-01,500
SIP000657,INV00293,F004,10000,12,2023-06-01,Monthly,15,Active,2024-08-01,2000
SIP000658,INV01815,F010,2000,16,2023-07-01,Weekly,42,Active,2026-12-01,2000
SIP000659,INV01300,F002,10000,26,2025-03-01,Monthly,33,Active,2027-11-01,1000
SIP000660,INV01668,F006,1000,11,2025-03-01,Monthly,4,Active,2025-06-01,10000
SIP000661,INV01635,F010,5000,8,2022-08-01,Monthly,8,Active,2023-03-01,10000
SIP000662,INV00319,F008,5000,9,2025-03-01,Monthly,3,Active,2025-05-01,1000
SIP000663,INV01481,F008,10000,1,2024-06-01,Quarterly,40,Active,2027-09-01,10000
SIP000664,INV00875,F002,500,6,2022-06-01,Quarterly,43,Active,2025-12-01,5000
SIP000665,INV01259,F007,500,22,2024-07-01,Monthly,8,Cancelled,2025-02-01,500
SIP000666,INV01089,F007,1000,9,2025-01-01,Monthly,28,Active,2027-04-01,2000
SIP000667,INV00161,F008,1000,17,2024-06-01,Monthly,31,Active,2026-12-01,5000
SIP000668,INV01354,F005,500,12,2025-06-01,Weekly,7,Active,2025-12-01,2000
SIP000669,INV00948,F005,2000,22,2025-06-01,Monthly,12,Cancelled,2026-05-01,2000
SIP000670,INV00633,F009,10000,21,2022-02-01,Monthly,36,Active,2025-01-01,500
SIP000671,INV01826,F008,10000,7,2024-07-01,Monthly,1,Active,2024-07-01,1000
SIP000672,INV01971,F007,10000,7,2024-04-01,Monthly,2,Active,2024-05-01,500
SIP000673,INV00386,F010,10000,18,2025-02-01,Monthly,31,Active,2027-08-01,5000
SIP000674,INV00501,F001,1000,13,2022-06-01,Monthly,37,Paused,2025-06-01,500
SIP000675,INV01256,F007,500,11,2022-05-01,Monthly,17,Active,2023-09-01,10000
SIP000676,INV00289,F006,10000,15,2023-11-01,Monthly,13,Active,2024-11-01,500
SIP000677,INV01290,F002,1000,18,2022-04-01,Monthly,13,Active,2023-04-01,500
SIP000678,INV00014,F002,1000,12,2022-10-01,Monthly,43,Active,2026-04-01,5000
SIP000679,INV01490,F001,10000,15,2024-06-01,Monthly,21,Paused,2026-02-01,5000
SIP000680,INV01995,F004,5000,12,2023-09-01,Monthly,35,Active,2026-07-01,500
SIP000681,INV00411,F002,1000,26,2023-08-01,Monthly,45,Active,2027-04-01,2000
SIP000682,INV00884,F001,5000,14,2023-03-01,Monthly,13,Active,2024-03-01,5000
SIP000683,INV01839,F001,500,15,2024-08-01,Weekly,18,Active,2026-01-01,1000
SIP000684,INV01194,F001,500,16,2022-10-01,Monthly,35,Active,2025-08-01,1000
SIP000685,INV01882,F001,10000,23,2022-06-01,Monthly,19,Active,2023-12-01,1000
SIP000686,INV01323,F005,5000,20,2022-06-01,Monthly,8,Active,2023-01-01,1000
SIP000687,INV01084,F010,10000,11,2024-01-01,Monthly,30,Cancelled,2026-06-01,5000
SIP000688,INV01393,F004,500,27,2022-09-01,Weekly,16,Active,2023-12-01,10000
SIP000689,INV00938,F008,2000,11,2024-10-01,Weekly,30,Active,2027-03-01,500
SIP000690,INV00721,F007,10000,20,2024-06-01,Monthly,47,Active,2028-04-01,1000
SIP000691,INV00843,F005,2000,12,2022-09-01,Monthly,39,Active,2025-11-01,1000
SIP000692,INV01072,F003,3000,9,2022-05-01,Monthly,39,Paused,2025-07-01,1000
SIP000693,INV00751,F004,10000,4,2022-01-01,Monthly,23,Active,2023-11-01,10000
SIP000694,INV01950,F002,500,22,2023-10-01,Quarterly,23,Active,2025-08-01,1000
SIP000695,INV00827,F003,2000,1,2023-08-01,Monthly,10,Cancelled,2024-05-01,10000
SIP000696,INV01038,F006,10000,26,2025-03-01,Monthly,33,Active,2027-11-01,5000
SIP000697,INV01007,F002,3000,23,2022-01-01,Monthly,43,Active,2025-07-01,2000
SIP000698,INV01731,F002,2000,27,2022-06-01,Weekly,34,Active,2025-03-01,500
SIP000699,INV00276,F010,10000,5,2022-05-01,Weekly,3,Active,2022-07-01,10000
SIP000700,INV01203,F010,2000,20,2025-01-01,Monthly,22,Paused,2026-10-01,500
SIP000701,INV01006,F001,2000,28,2023-10-01,Monthly,18,Active,2025-03-01,1000
SIP000702,INV00001,F004,1000,24,2024-08-01,Monthly,38,Active,2027-09-01,500
SIP000703,INV01792,F009,2000,13,2024-05-01,Monthly,24,Cancelled,2026-04-01,1000
SIP000704,INV01350,F002,5000,2,2022-05-01,Monthly,42,Active,2025-10-01,10000
SIP000705,INV00449,F003,5000,8,2023-04-01,Monthly,42,Active,2026-09-01,5000
SIP000706,INV01586,F007,2000,9,2023-11-01,Monthly,22,Active,2025-08-01,500
SIP000707,INV00361,F005,10000,3,2022-06-01,Quarterly,43,Cancelled,2025-12-01,5000
SIP000708,INV00829,F006,500,15,2024-04-01,Monthly,16,Paused,2025-07-01,2000
SIP000709,INV00052,F004,3000,5,2023-08-01,Monthly,38,Active,2026-09-01,10000
SIP000710,INV00382,F010,500,25,2022-06-01,Monthly,37,Active,2025-06-01,2000
SIP000711,INV00246,F009,10000,13,2025-05-01,Monthly,34,Paused,2028-02-01,2000
SIP000712,INV00177,F010,500,24,2023-08-01,Monthly,4,Cancelled,2023-11-01,5000
SIP000713,INV00926,F004,10000,27,2025-03-01,Monthly,12,Active,2026-02-01,500
SIP000714,INV00020,F002,10000,8,2024-06-01,Monthly,2,Active,2024-07-01,2000
SIP000715,INV01491,F009,1000,20,2024-10-01,Monthly,7,Active,2025-04-01,5000
SIP000716,INV00783,F002,5000,13,2023-05-01,Monthly,31,Active,2025-11-01,1000
SIP000717,INV01266,F002,3000,9,2025-01-01,Quarterly,34,Active,2027-10-01,2000
SIP000718,INV01547,F002,3000,19,2025-04-01,Quarterly,27,Active,2027-06-01,10000
SIP000719,INV01187,F001,10000,9,2024-09-01,Monthly,16,Paused,2025-12-01,1000
SIP000720,INV01997,F002,3000,1,2022-08-01,Quarterly,19,Active,2024-02-01,1000
SIP000721,INV00862,F009,10000,15,2023-07-01,Monthly,47,Active,2027-05-01,5000
SIP000722,INV00996,F005,1000,25,2023-03-01,Monthly,8,Active,2023-10-01,500
SIP000723,INV01582,F005,2000,13,2022-06-01,Monthly,17,Active,2023-10-01,5000
SIP000724,INV01598,F005,3000,8,2024-11-01,Monthly,14,Active,2025-12-01,5000
SIP000725,INV00935,F009,3000,14,2025-05-01,Monthly,40,Active,2028-08-01,5000
SIP000726,INV01079,F004,1000,13,2023-08-01,Monthly,44,Paused,2027-03-01,500
SIP000727,INV00500,F010,2000,10,2023-09-01,Monthly,41,Active,2027-01-01,5000
SIP000728,INV00306,F009,5000,12,2023-03-01,Monthly,43,Active,2026-09-01,500
SIP000729,INV01398,F004,500,20,2024-01-01,Monthly,17,Active,2025-05-01,10000
SIP000730,INV00101,F002,3000,13,2022-07-01,Monthly,8,Paused,2023-02-01,10000
SIP000731,INV00727,F008,1000,10,2025-01-01,Monthly,48,Active,2028-12-01,1000
SIP000732,INV00504,F007,5000,16,2023-10-01,Monthly,18,Active,2025-03-01,10000
SIP000733,INV00379,F010,3000,15,2025-01-01,Monthly,44,Active,2028-08-01,2000
SIP000734,INV00706,F010,5000,25,2023-07-01,Monthly,48,Active,2027-06-01,1000
SIP000735,INV01013,F008,5000,18,2024-07-01,Quarterly,8,Active,2025-02-01,10000
SIP000736,INV01706,F002,3000,3,2025-05-01,Quarterly,7,Paused,2025-11-01,10000
SIP000737,INV00217,F003,500,18,2022-11-01,Monthly,28,Active,2025-02-01,2000
SIP000738,INV01657,F009,2000,26,2023-01-01,Monthly,20,Active,2024-08-01,2000
SIP000739,INV01935,F009,500,27,2022-08-01,Monthly,12,Active,2023-07-01,10000
SIP000740,INV01675,F003,3000,24,2025-01-01,Monthly,39,Active,2028-03-01,500
SIP000741,INV01179,F008,10000,3,2022-03-01,Monthly,41,Active,2025-07-01,1000
SIP000742,INV01531,F010,2000,1,2023-02-01,Monthly,47,Cancelled,2026-12-01,500
SIP000743,INV01716,F010,3000,18,2024-03-01,Monthly,43,Active,2027-09-01,500
SIP000744,INV00526,F007,10000,8,2022-12-01,Quarterly,40,Active,2026-03-01,1000
SIP000745,INV00203,F005,1000,26,2025-03-01,Monthly,47,Active,2029-01-01,2000
SIP000746,INV00726,F008,5000,22,2025-05-01,Monthly,41,Active,2028-09-01,2000
SIP000747,INV00930,F007,5000,14,2022-05-01,Monthly,40,Active,2025-08-01,2000
SIP000748,INV00491,F002,2000,17,2025-06-01,Monthly,13,Active,2026-06-01,10000
SIP000749,INV00850,F007,2000,1,2022-08-01,Monthly,17,Cancelled,2023-12-01,5000
SIP000750,INV01310,F006,5000,4,2022-08-01,Quarterly,7,Active,2023-02-01,500
SIP000751,INV01083,F008,2000,24,2023-03-01,Monthly,4,Active,2023-06-01,1000
SIP000752,INV01861,F007,3000,3,2024-12-01,Monthly,36,Paused,2027-11-01,5000
SIP000753,INV00002,F010,500,6,2023-11-01,Monthly,3,Active,2024-01-01,10000
SIP000754,INV01493,F010,5000,7,2024-01-01,Monthly,8,Active,2024-08-01,10000
SIP000755,INV00059,F002,2000,4,2024-12-01,Monthly,40,Active,2028-03-01,5000
SIP000756,INV00854,F006,10000,23,2024-11-01,Quarterly,26,Active,2026-12-01,10000
SIP000757,INV01940,F007,500,15,2023-01-01,Monthly,1,Active,2023-01-01,500
SIP000758,INV01121,F006,5000,1,2024-10-01,Monthly,33,Paused,2027-06-01,1000
SIP000759,INV01428,F007,500,27,2024-11-01,Weekly,27,Paused,2027-01-01,5000
SIP000760,INV00171,F002,2000,15,2024-03-01,Monthly,44,Active,2027-10-01,1000
SIP000761,INV01076,F003,500,10,2023-02-01,Monthly,24,Active,2025-01-01,2000
SIP000762,INV00632,F008,2000,22,2023-05-01,Monthly,38,Active,2026-06-01,5000
SIP000763,INV01353,F003,1000,25,2024-10-01,Monthly,38,Paused,2027-11-01,2000
SIP000764,INV01324,F004,5000,24,2024-03-01,Monthly,12,Active,2025-02-01,10000
SIP000765,INV01836,F003,2000,1,2022-08-01,Monthly,25,Active,2024-08-01,10000
SIP000766,INV00555,F001,10000,9,2023-04-01,Monthly,22,Active,2025-01-01,5000
SIP000767,INV01537,F008,10000,5,2023-02-01,Monthly,19,Active,2024-08-01,500
SIP000768,INV01267,F007,3000,2,2022-01-01,Monthly,8,Active,2022-08-01,10000
SIP000769,INV00232,F008,3000,12,2023-09-01,Monthly,10,Active,2024-06-01,5000
SIP000770,INV01467,F008,2000,16,2023-12-01,Quarterly,32,Paused,2026-07-01,2000
SIP000771,INV01472,F004,3000,20,2024-07-01,Monthly,8,Active,2025-02-01,2000
SIP000772,INV00939,F010,1000,11,2023-05-01,Monthly,2,Paused,2023-06-01,500
SIP000773,INV00260,F001,5000,3,2022-11-01,Weekly,34,Paused,2025-08-01,500
SIP000774,INV01900,F005,10000,14,2023-04-01,Quarterly,18,Paused,2024-09-01,2000
SIP000775,INV01475,F001,2000,20,2025-05-01,Monthly,36,Active,2028-04-01,500
SIP000776,INV01473,F004,3000,2,2023-01-01,Monthly,18,Active,2024-06-01,1000
SIP000777,INV00740,F008,500,21,2023-02-01,Quarterly,25,Paused,2025-02-01,10000
SIP000778,INV01051,F009,500,4,2024-03-01,Quarterly,29,Active,2026-07-01,1000
SIP000779,INV01216,F010,2000,23,2022-03-01,Quarterly,22,Active,2023-12-01,2000
SIP000780,INV00758,F008,2000,14,2024-11-01,Monthly,10,Active,2025-08-01,1000
SIP000781,INV01522,F005,1000,21,2023-01-01,Monthly,21,Active,2024-09-01,5000
SIP000782,INV01386,F008,3000,25,2022-02-01,Monthly,13,Active,2023-02-01,10000
SIP000783,INV01326,F009,500,1,2023-04-01,Monthly,26,Cancelled,2025-05-01,10000
SIP000784,INV00516,F002,3000,2,2023-02-01,Monthly,15,Active,2024-04-01,2000
SIP000785,INV00140,F009,500,3,2022-05-01,Weekly,31,Cancelled,2024-11-01,5000
SIP000786,INV00035,F010,3000,21,2023-12-01,Monthly,2,Active,2024-01-01,1000
SIP000787,INV00153,F003,1000,4,2023-06-01,Weekly,10,Active,2024-03-01,2000
SIP000788,INV01390,F005,3000,15,2025-05-01,Monthly,3,Active,2025-07-01,500
SIP000789,INV01339,F005,2000,28,2024-03-01,Monthly,13,Paused,2025-03-01,5000
SIP000790,INV01297,F004,10000,22,2023-01-01,Monthly,24,Active,2024-12-01,5000
SIP000791,INV00574,F005,5000,20,2023-03-01,Quarterly,16,Active,2024-06-01,2000
SIP000792,INV00160,F002,2000,19,2023-02-01,Monthly,16,Active,2024-05-01,500
SIP000793,INV00713,F005,3000,12,2024-02-01,Monthly,17,Active,2025-06-01,5000
SIP000794,INV01262,F004,1000,23,2024-05-01,Monthly,31,Active,2026-11-01,500
SIP000795,INV00998,F002,2000,17,2024-02-01,Weekly,37,Active,2027-02-01,10000
SIP000796,INV01689,F009,1000,9,2025-06-01,Monthly,16,Active,2026-09-01,5000
SIP000797,INV01796,F002,10000,12,2025-04-01,Monthly,18,Active,2026-09-01,2000
SIP000798,INV01156,F002,3000,1,2023-07-01,Monthly,41,Active,2026-11-01,1000
SIP000799,INV01837,F004,2000,15,2023-12-01,Monthly,1,Active,2023-12-01,10000
SIP000800,INV00240,F002,500,7,2025-02-01,Monthly,34,Active,2027-11-01,10000
